ISIN,Symbol,Name,Series,Instrument_ID,Symbol_NSE,Name_NSE,Symbol_BSE,Name_BSE,Series_BSE,BSE_Code
DUMMY0000220,MOREALINAV,MOTILALAMC - MOREALINAV,EQ,23187.0,MOREALINAV,MOTILALAMC - MOREALINAV,,,,
DUMMY0000221,MOS250INAV,MOTILALAMC - MOS250INAV,EQ,23188.0,MOS250INAV,MOTILALAMC - MOS250INAV,,,,
DUMMY0000222,LIQADDINAV,DSPAMC - LIQADDINAV,EQ,23416.0,LIQADDINAV,DSPAMC - LIQADDINAV,,,,
DUMMY0000223,ABSPSEINAV,BIRLASLAMC-ABSPSEINAV,EQ,23811.0,ABSPSEINAV,BIRLASLAMC-ABSPSEINAV,,,,
DUMMY0000224,MIDSMAINAV,MIRAEAMC - MIDSMAINAV,EQ,23858.0,MIDSMAINAV,MIRAEAMC - MIDSMAINAV,,,,
DUMMY0000225,LIQETFINAV,BFAM - LIQETFINAV,EQ,23918.0,LIQETFINAV,BFAM - LIQETFINAV,,,,
DUMMY0000226,TOP100INAV,ZERODHAAMC - TOP100INAV,EQ,24086.0,TOP100INAV,ZERODHAAMC - TOP100INAV,,,,
DUMMY0000227,MD150CINAV,ZERODHAAMC - MD150CINAV,EQ,24087.0,MD150CINAV,ZERODHAAMC - MD150CINAV,,,,
DUMMY0000228,BBNPNBINAV,BARODABNP - BBNPNBINAV,EQ,24122.0,BBNPNBINAV,BARODABNP - BBNPNBINAV,,,,
DUMMY0000229,SBISILINAV,SBIAMC - SBISILINAV,EQ,24369.0,SBISILINAV,SBIAMC - SBISILINAV,,,,
DUMMY0000230,LIQSHRINAV,SHRIRAM - LIQSHRINAV,EQ,24377.0,LIQSHRINAV,SHRIRAM - LIQSHRINAV,,,,
DUMMY0000231,ABGSECINAV,BIRLASLAMC - ABGSECINAV,EQ,24411.0,ABGSECINAV,BIRLASLAMC - ABGSECINAV,,,,
DUMMY0000232,EVINDINAV,MIRAEAMC - EVINDINAV,EQ,24468.0,EVINDINAV,MIRAEAMC - EVINDINAV,,,,
DUMMY0000233,SBINEQINAV,SBIAMC - SBINEQINAV,EQ,24527.0,SBINEQINAV,SBIAMC - SBINEQINAV,,,,
DUMMY0000234,OILETFINAV,ICICIPRAMC - OILETFINAV,EQ,24551.0,OILETFINAV,ICICIPRAMC - OILETFINAV,,,,
DUMMY0000235,GROWEVINAV,GROWWAMC - GROWEVINAV,EQ,24801.0,GROWEVINAV,GROWWAMC - GROWEVINAV,,,,
DUMMY0000236,GSEC10INAV,BIRLASLAMC - GSEC10INAV,EQ,24850.0,GSEC10INAV,BIRLASLAMC - GSEC10INAV,,,,
DUMMY0000237,METALIINAV,ICICIPRAMC - METALIINAV,EQ,24876.0,METALIINAV,ICICIPRAMC - METALIINAV,,,,
DUMMY0000238,MODEFINAV,MOTILALAMC - MODEFINAV,EQ,24947.0,MODEFINAV,MOTILALAMC - MODEFINAV,,,,
DUMMY0000239,MULCAPINAV,MIRAEAMC - MULCAPINAV,EQ,25084.0,MULCAPINAV,MIRAEAMC - MULCAPINAV,,,,
DUMMY0000240,TOP10AINAV,DSPAMC - TOP10AINAV,EQ,25179.0,TOP10AINAV,DSPAMC - TOP10AINAV,,,,
DUMMY0000241,EBNKNFINAV,EDELAMC - EBNKNFINAV,EQ,25301.0,EBNKNFINAV,EDELAMC - EBNKNFINAV,,,,
DUMMY0000242,GROLIQINAV,GROWWAMC - GROLIQINAV,EQ,25469.0,GROLIQINAV,GROWWAMC - GROLIQINAV,,,,
DUMMY0000243,MOME50INAV,MOTILALAMC - MOME50INAV,EQ,25621.0,MOME50INAV,MOTILALAMC - MOME50INAV,,,,
DUMMY0000244,BNKPSUINAV,MIRAEAMC - BNKPSUINAV,EQ,25732.0,BNKPSUINAV,MIRAEAMC - BNKPSUINAV,,,,
DUMMY0000246,METALINAV,MIRAEAMC - METALINAV,EQ,25747.0,METALINAV,MIRAEAMC - METALINAV,,,,
DUMMY0000247,GRWWDFINAV,GROWWAMC - GRWWDFINAV,EQ,25781.0,GRWWDFINAV,GROWWAMC - GRWWDFINAV,,,,
DUMMY0000248,VAL30IINAV,ICICIPRAMC - VAL30IINAV,EQ,25854.0,VAL30IINAV,ICICIPRAMC - VAL30IINAV,,,,
DUMMY0000249,GROWWGINAV,GROWWAMC - GROWWGINAV,EQ,25875.0,GROWWGINAV,GROWWAMC - GROWWGINAV,,,,
DUMMY0000250,EMLTMQINAV,EDELAMC - EMLTMQINAV,EQ,25999.0,EMLTMQINAV,EDELAMC - EMLTMQINAV,,,,
DUMMY0000251,LIQPLSINAV,MIRAEAMC - LIQPLSINAV,EQ,27078.0,LIQPLSINAV,MIRAEAMC - LIQPLSINAV,,,,
DUMMY0000252,CONSUMINAV,MIRAEAMC - CONSUMINAV,EQ,28972.0,CONSUMINAV,MIRAEAMC - CONSUMINAV,,,,
DUMMY0000253,ECAPININAV,EDELAMC - ECAPININAV,EQ,29024.0,ECAPININAV,EDELAMC - ECAPININAV,,,,
DUMMY0000254,NX30ADINAV,DSPAMC - NX30ADINAV,EQ,29471.0,NX30ADINAV,DSPAMC - NX30ADINAV,,,,
DUMMY0000255,GRRAILINAV,GROWWAMC - GRRAILINAV,EQ,29530.0,GRRAILINAV,GROWWAMC - GRRAILINAV,,,,
DUMMY0000256,UNGOLDINAV,UNIONAMC - UNGOLDINAV,EQ,29690.0,UNGOLDINAV,UNIONAMC - UNGOLDINAV,,,,
DUMMY0000257,MSCIININAV,MSCIINDIA - MSCIININAV,EQ,29761.0,MSCIININAV,MSCIINDIA - MSCIININAV,,,,
DUMMY0000258,GRN200INAV,GROWWAMC - GRN200INAV,EQ,29907.0,GRN200INAV,GROWWAMC - GRN200INAV,,,,
DUMMY0000259,NIF100INAV,KOTAKMAMC - NIF100INAV,EQ,29956.0,NIF100INAV,KOTAKMAMC - NIF100INAV,,,,
DUMMY0000260,AONETOINAV,AONEAMC - AONETOINAV,EQ,29978.0,AONETOINAV,AONEAMC - AONETOINAV,,,,
DUMMY0000261,MOCAPIINAV,MOTILALAMC - MOCAPIINAV,EQ,30068.0,MOCAPIINAV,MOTILALAMC - MOCAPIINAV,,,,
DUMMY0000262,GLD360INAV,360ONEAMC - GLD360INAV,EQ,30126.0,GLD360INAV,360ONEAMC - GLD360INAV,,,,
DUMMY0000263,SELIPOINAV,MIRAEAMC - SELIPOINAV,EQ,30127.0,SELIPOINAV,MIRAEAMC - SELIPOINAV,,,,
DUMMY0000264,EQU200INAV,MIRAEAMC - EQU200INAV,EQ,30124.0,EQU200INAV,MIRAEAMC - EQU200INAV,,,,
DUMMY0000265,CASHIEINAV,ICICIPRAMC - CASHIEINAV,EQ,30146.0,CASHIEINAV,ICICIPRAMC - CASHIEINAV,,,,
DUMMY0000266,AXISVAINAV,AXISAMC - AXISVAINAV,EQ,30158.0,AXISVAINAV,AXISAMC - AXISVAINAV,,,,
DUMMY0000267,SILCASINAV,ZERODHAAMC - SILCASINAV,EQ,30280.0,SILCASINAV,ZERODHAAMC - SILCASINAV,,,,
DUMMY0000268,SBIBPBINAV,SBIAMC - SBIBPBINAV,EQ,30293.0,SBIBPBINAV,SBIAMC - SBIBPBINAV,,,,
DUMMY0000269,MID15INAV,KOTAKMAMC - MID15INAV,EQ,30475.0,MID15INAV,KOTAKMAMC - MID15INAV,,,,
DUMMY0000270,AONELIINAV,AONEAMC - AONELIINAV,EQ,30476.0,AONELIINAV,AONEAMC - AONELIINAV,,,,
DUMMY0000271,SIL360INAV,360ONEAMC - SIL360INAV,EQ,30498.0,SIL360INAV,360ONEAMC - SIL360INAV,,,,
DUMMY0000272,EVIETFINAV,ICICIPRAMC - EVIETFINAV,EQ,30499.0,EVIETFINAV,ICICIPRAMC - EVIETFINAV,,,,
DUMMY0000273,GROWMOINAV,GROWWAMC - GROWMOINAV,EQ,30500.0,GROWMOINAV,GROWWAMC - GROWMOINAV,,,,
DUMMY0000274,MON50EINAV,MOTILALAMC - MON50EINAV,EQ,30501.0,MON50EINAV,MOTILALAMC - MON50EINAV,,,,
DUMMY0000275,MONT50INAV,MOTILALAMC - MONT50INAV,EQ,30502.0,MONT50INAV,MOTILALAMC - MONT50INAV,,,,
DUMMY0000276,EQUA50INAV,MIRAEAMC - EQUA50INAV,EQ,30503.0,EQUA50INAV,MIRAEAMC - EQUA50INAV,,,,
DUMMY0000277,MINFRAINAV,MOTILALAMC - MINFRAINAV,EQ,30504.0,MINFRAINAV,MOTILALAMC - MINFRAINAV,,,,
DUMMY0000278,GROWSLINAV,GROWWAMC - GROWSLINAV,EQ,30505.0,GROWSLINAV,GROWWAMC - GROWSLINAV,,,,
DUMMY0000279,AONENFINAV,AONEAMC - AONENFINAV,EQ,30506.0,AONENFINAV,AONEAMC - AONENFINAV,,,,
DUMMY0000280,MOMGFINAV,MOTILALAMC - MOMGFINAV,EQ,30507.0,MOMGFINAV,MOTILALAMC - MOMGFINAV,,,,
DUMMY0000281,MOPSEINAV,MOTILALAMC - MOPSE,EQ,30517.0,MOPSEINAV,MOTILALAMC - MOPSE,,,,
DUMMY0000282,MOTOURINAV,MOTILALAMC - MOTOURINAV,EQ,30518.0,MOTOURINAV,MOTILALAMC - MOTOURINAV,,,,
DUMMY0000283,SNXT30INAV,NIPPONAMC - SNXT30INAV,EQ,30519.0,SNXT30INAV,NIPPONAMC - SNXT30INAV,,,,
DUMMY0000284,GROWLOINAV,GROWWAMC - GROWLOINAV,EQ,30520.0,GROWLOINAV,GROWWAMC - GROWLOINAV,,,,
DUMMY0000285,TOPETFINAV,ICICIPRAMC - TOPETFINAV,EQ,30525.0,TOPETFINAV,ICICIPRAMC - TOPETFINAV,,,,
DUMMY0000286,MOMIDMINAV,MOTILALAMC - MOMIDMINAV,EQ,30526.0,MOMIDMINAV,MOTILALAMC - MOMIDMINAV,,,,
DUMMY0000287,GROWWNINAV,GROWWAMC - GROWWNINAV,EQ,30527.0,GROWWNINAV,GROWWAMC - GROWWNINAV,,,,
DUMMY0000288,INTERNINAV,MIRAEAMC - INTERNINAV,EQ,30528.0,INTERNINAV,MIRAEAMC - INTERNINAV,,,,
DUMMY0000289,MOALPHINAV,MOTILALAMC - MOALPHINAV,EQ,30529.0,MOALPHINAV,MOTILALAMC - MOALPHINAV,,,,
DUMMY0000290,QUALITINAV,KOTAKMAMC - QUALITINAV,EQ,30530.0,QUALITINAV,KOTAKMAMC - QUALITINAV,,,,
DUMMY0000291,GRONIFINAV,GROWWAMC - GRONIFINAV,EQ,30531.0,GRONIFINAV,GROWWAMC - GRONIFINAV,,,,
DUMMY0000292,GROWWPINAV,GROWWAMC - GROWWPINAV,EQ,30535.0,GROWWPINAV,GROWWAMC - GROWWPINAV,,,,
DUMMY0000293,MOGOLDINAV,MOTILALAMC - MOGOLDINAV,EQ,30533.0,MOGOLDINAV,MOTILALAMC - MOGOLDINAV,,,,
DUMMY0000294,MOSILVINAV,MOTILALAMC - MOSILVINAV,EQ,30538.0,MOSILVINAV,MOTILALAMC - MOSILVINAV,,,,
DUMMY0000295,LTCASEINAV,ZERODHAAMC - LTCASEINAV,EQ,30539.0,LTCASEINAV,ZERODHAAMC - LTCASEINAV,,,,
DUMMY0000296,GRWN50INAV,GROWWAMC - GRWN50INAV,EQ,30540.0,GRWN50INAV,GROWWAMC - GRWN50INAV,,,,
DUMMY0000297,MGBEESINAV,NIPPONAMC - MGBEESINAV,EQ,30541.0,MGBEESINAV,NIPPONAMC - MGBEESINAV,,,,
DUMMY0000298,ELM250INAV,EDELAMC - ELM250INAV,EQ,30542.0,ELM250INAV,EDELAMC - ELM250INAV,,,,
DUMMY0000299,AOGOLDINAV,AONEAMC - AOGOLDINAV,EQ,30543.0,AOGOLDINAV,AONEAMC - AOGOLDINAV,,,,
DUMMY0000300,SML100INAV,ZERODHAAMC - SML100INAV,EQ,30544.0,SML100INAV,ZERODHAAMC - SML100INAV,,,,
DUMMY10887,RANKAQUA,RANK INDUSTRIES LTD,EQ,2847.0,RANKAQUA,RANK INDUSTRIES LTD,,,,
DUMMY9099,DOONVALLEY,DOON VALLEY RICE LTD,EQ,4523.0,DOONVALLEY,DOON VALLEY RICE LTD,,,,
DUMMY9181,MAHALEAS,MAHADEV CORP (I) LTD.,EQ,2070.0,MAHALEAS,MAHADEV CORP (I) LTD.,,,,
DUMMY9297,SONALCOSM,SONAL COSMETICS LTD,EQ,3234.0,SONALCOSM,SONAL COSMETICS LTD,,,,
DUMMY9320,TMTINDIA,T M T (INDIA) LTD,EQ,4269.0,TMTINDIA,T M T (INDIA) LTD,,,,
DUMMY9383,HIMGRANITE,HIMALAYA GRANITES LTD,EQ,4435.0,HIMGRANITE,HIMALAYA GRANITES LTD,,,,
DUMMY9408,MPAGROFERT,M P AGRO FERTILISERS LTD,EQ,4408.0,MPAGROFERT,M P AGRO FERTILISERS LTD,,,,
DUMMY9410,NIYATILEAS,NIYATI INDUSTRIES LTD,EQ,4367.0,NIYATILEAS,NIYATI INDUSTRIES LTD,,,,
DUMMY9416,PINDLTD,P I INDUSTRIES LTD,EQ,4373.0,PINDLTD,P I INDUSTRIES LTD,,,,
DUMMY9448,USHDEVINT,USHDEV INTERNATIONAL LTD,EQ,4262.0,USHDEVINT,USHDEV INTERNATIONAL LTD,,,,
DUMMY9450,VBDESAIFIN,V B DESAI FINANCIAL SERV,EQ,4264.0,VBDESAIFIN,V B DESAI FINANCIAL SERV,,,,
DUMMY9465,STRAUSIND,STRAUS INDS & EXPORTS LTD,EQ,4301.0,STRAUSIND,STRAUS INDS & EXPORTS LTD,,,,
DUMMY9466,NATPEROXID,NATIONAL PEROXIDE LTD,EQ,5620.0,NATPEROXID,NATIONAL PEROXIDE LTD,,,,
DUMMYSAN001,11NSETEST,11NSETEST,EQ,12841.0,11NSETEST,11NSETEST,,,,
DUMMYSAN002,G1NSETEST,G1NSETEST,EQ,12842.0,G1NSETEST,G1NSETEST,,,,
DUMMYSAN003,N1NSETEST,N1NSETEST,EQ,12848.0,N1NSETEST,N1NSETEST,,,,
DUMMYSAN004,V1NSETEST,V1NSETEST,EQ,12863.0,V1NSETEST,V1NSETEST,,,,
DUMMYSAN005,011NSETEST,011NSETEST,EQ,14747.0,011NSETEST,011NSETEST,,,,
DUMMYSAN006,021NSETEST,021NSETEST,EQ,14751.0,021NSETEST,021NSETEST,,,,
DUMMYSAN007,031NSETEST,031NSETEST,EQ,14753.0,031NSETEST,031NSETEST,,,,
DUMMYSAN008,041NSETEST,041NSETEST,EQ,14755.0,041NSETEST,041NSETEST,,,,
DUMMYSAN009,051NSETEST,051NSETEST,EQ,14758.0,051NSETEST,051NSETEST,,,,
DUMMYSAN010,061NSETEST,061NSETEST,EQ,14762.0,061NSETEST,061NSETEST,,,,
DUMMYSAN011,071NSETEST,071NSETEST,EQ,14764.0,071NSETEST,071NSETEST,,,,
DUMMYSAN012,081NSETEST,081NSETEST,EQ,14767.0,081NSETEST,081NSETEST,,,,
DUMMYSAN013,091NSETEST,091NSETEST,EQ,14769.0,091NSETEST,091NSETEST,,,,
DUMMYSAN014,101NSETEST,101NSETEST,EQ,14772.0,101NSETEST,101NSETEST,,,,
DUMMYSAN015,111NSETEST,111NSETEST,EQ,14774.0,111NSETEST,111NSETEST,,,,
DUMMYSAN016,121NSETEST,121NSETEST,EQ,14777.0,121NSETEST,121NSETEST,,,,
DUMMYSAN017,131NSETEST,131NSETEST,EQ,14778.0,131NSETEST,131NSETEST,,,,
DUMMYSAN018,141NSETEST,141NSETEST,EQ,14781.0,141NSETEST,141NSETEST,,,,
DUMMYSAN019,151NSETEST,151NSETEST,EQ,14782.0,151NSETEST,151NSETEST,,,,
DUMMYSAN020,161NSETEST,161NSETEST,EQ,14784.0,161NSETEST,161NSETEST,,,,
DUMMYSAN021,171NSETEST,171NSETEST,EQ,23446.0,171NSETEST,171NSETEST,,,,
DUMMYSAN022,181NSETEST,181NSETEST,EQ,23447.0,181NSETEST,181NSETEST,,,,
IN0020010081,1018GS2026,1018GOI2026,,,,,1018GS2026,1018GOI2026,G,800212.0
IN0020060078,824GS2027,824GOI2027,,,,,824GS2027,824GOI2027,G,800164.0
IN0020070036,826GS2027,8.26% CENTRAL GOVT 2027,,,,,826GS2027,8.26% CENTRAL GOVT 2027,G,800148.0
IN0020110055,897GS2030,897GOI2030,,,,,897GS2030,897GOI2030,G,800176.0
IN0020120039,833GS2026,833GOI2026,,,,,833GS2026,833GOI2026,G,800172.0
IN0020170059,SGBOCT25,SOVEREIGN GOLD BOND 2017 SERIE,,,,,SGBOCT25,SOVEREIGN GOLD BOND 2017 SERIE,G,800271.0
IN0020170067,SGBOCT25IV,SOVEREIGN GOLD BOND 2017 SERIE,,,,,SGBOCT25IV,SOVEREIGN GOLD BOND 2017 SERIE,G,800270.0
IN0020170158,SGBDEC2513,SOVEREIGN GOLD BOND 2017 SERIE,,,,,SGBDEC2513,SOVEREIGN GOLD BOND 2017 SERIE,G,800281.0
IN0020180314,SGBNOV26,SOVEREIGN GOLD BOND 2019 SERIE,,,,,SGBNOV26,SOVEREIGN GOLD BOND 2019 SERIE,G,800289.0
IN0020190081,SGBJUL27,SOVEREIGN GOLD BOND 2019-20 SE,,,,,SGBJUL27,SOVEREIGN GOLD BOND 2019-20 SE,G,800296.0
IN0020190362,645GS2029,645GOI2029,,,,,645GS2029,645GOI2029,G,800311.0
IN0020190461,SGBDC27VII,Sovereign Gold Bonds 2019-20 S,,,,,SGBDC27VII,Sovereign Gold Bonds 2019-20 S,G,800312.0
IN0020200054,716GS2050,716GOI2050,,,,,716GS2050,716GOI2050,G,800317.0
IN0020200062,SGBAPR28I,Sovereign Gold Bonds 2020-21 S,,,,,SGBAPR28I,Sovereign Gold Bonds 2020-21 S,G,800318.0
IN0020200088,SGBMAY28,Sovereign Gold Bonds 2020-21 S,,,,,SGBMAY28,Sovereign Gold Bonds 2020-21 S,G,800320.0
IN0020200104,SGBJUN28,Sovereign Gold Bonds 2020-21 S,,,,,SGBJUN28,Sovereign Gold Bonds 2020-21 S,G,800322.0
IN0020200146,SGBJUL28IV,Sovereign Gold Bond 2020-21 IV,,,,,SGBJUL28IV,Sovereign Gold Bond 2020-21 IV,G,800324.0
IN0020200161,SGBAUG28V,Sovereign Gold Bonds 2020-21 V,,,,,SGBAUG28V,Sovereign Gold Bonds 2020-21 V,G,800325.0
IN0020200401,676GS2061,676GOI2061,,,,,676GS2061,676GOI2061,G,800334.0
IN0020200427,SGBMR29XII,SGB 2020-21 Series XII,,,,,SGBMR29XII,SGB 2020-21 Series XII,G,800339.0
IN0020210053,SGBMAY29I,SGB 2021-22 Series I,,,,,SGBMAY29I,SGB 2021-22 Series I,G,800340.0
IN0020210061,SGBJUN29II,SGB 2021-22 Series II,,,,,SGBJUN29II,SGB 2021-22 Series II,G,800341.0
IN0020210087,SGBJU29III,Sovereign Gold Bonds 2021-22,,,,,SGBJU29III,Sovereign Gold Bonds 2021-22,G,800342.0
IN0020210111,SGBJUL29IV,Sovereign Gold Bond Series IV,,,,,SGBJUL29IV,Sovereign Gold Bond Series IV,G,800367.0
IN0020210129,SGBAUG29V,Sovereign Gold Bonds 2021-22 S,,,,,SGBAUG29V,Sovereign Gold Bonds 2021-22 S,G,800385.0
IN0020210178,SGBNV29VII,Sovereign Gold Bonds 2021-22 S,,,,,SGBNV29VII,Sovereign Gold Bonds 2021-22 S,G,800434.0
IN0020210186,574GS2026,574GS2026,,,,,574GS2026,574GS2026,G,800583.0
IN0020210228,SGBD29VIII,Sovereign Gold Bonds 2021-22 S,,,,,SGBD29VIII,Sovereign Gold Bonds 2021-22 S,G,800437.0
IN0020210236,SGBJAN30IX,Soveriegn Gold Bonds 2021-22 S,,,,,SGBJAN30IX,Soveriegn Gold Bonds 2021-22 S,G,800438.0
IN0020210244,654GS2032,654GOI2032,,,,,654GS2032,654GOI2032,G,800440.0
IN0020210319,SGBMAR30X,Sovereign Gold Bonds 2021-22 S,,,,,SGBMAR30X,Sovereign Gold Bonds 2021-22 S,G,800439.0
IN0020220029,754GS2036,754GOI2036,,,,,754GS2036,754GOI2036,G,800441.0
IN0020220045,SGBJUN30,Sovereign Gold Bonds 2022-23 S,,,,,SGBJUN30,Sovereign Gold Bonds 2022-23 S,G,800443.0
IN0020220060,726GS2032,726GOI2032,,,,,726GS2032,726GOI2032,G,800520.0
IN0020220110,SGBDE30III,Soverign Gold Bond 2022-23 Sr,,,,,SGBDE30III,Soverign Gold Bond 2022-23 Sr,G,800573.0
IN0020230069,SGBJUN31I,Sovereign Gold Bonds 2023-24 S,,,,,SGBJUN31I,Sovereign Gold Bonds 2023-24 S,G,800580.0
IN0020230093,SGBSEP31II,Sovereign Gold Bonds 2023-24 S,,,,,SGBSEP31II,Sovereign Gold Bonds 2023-24 S,G,800596.0
IN0020230119,733GS2026,733GS26J24,,,,,733GS2026,733GS26J24,G,800604.0
IN0020230168,SGBDE31III,Sovereign Gold Bonds 2023-24 S,,,,,SGBDE31III,Sovereign Gold Bonds 2023-24 S,G,800603.0
IN0020230184,SGBFEB32IV,Sovereign Gold Bonds 2023-24 S,,,,,SGBFEB32IV,Sovereign Gold Bonds 2023-24 S,G,800605.0
IN002025X216,91TB201125,91TB201125,,,,,91TB201125,91TB201125,G,805106.0
IN002025X240,91TB111225,91TB111225,,,,,91TB111225,91TB111225,G,805115.0
IN002025X265,91TB251225,91TB251225,,,,,91TB251225,91TB251225,G,805121.0
IN1520240012,723GJSDL27,723GJSDL27,,,,,723GJSDL27,723GJSDL27,G,811013.0
IN2220210040,688MH33,688MAHSDL33,,,,,688MH33,688MAHSDL33,G,810725.0
IN3120220139,76TN32,760TMN32,,,,,76TN32,760TMN32,G,810874.0
IN8452H01019,MAHENDSUIT,MAHENDRA PETROCHEMICALS L,EQ,2076.0,MAHENDSUIT,MAHENDRA PETROCHEMICALS L,,,,
IN9080I01015,LLOYDPP,LLOYDS ENTERPRISES LIMITED,,,,,LLOYDPP,LLOYDS ENTERPRISES LIMITED,B,890224.0
IN9093R01019,LLOYDSENPP,LLOYDS ENGINEERING WORKS LIMIT,,,,,LLOYDSENPP,LLOYDS ENGINEERING WORKS LIMIT,A,890216.0
IN9110D01011,GUJNREDVR,GUJ NRE DVR  B  CLASS,BE,18914.0,GUJNREDVR,GUJ NRE DVR  B  CLASS,,,,
IN9139R01028,FUSIONPP,FUSION FINANCE LIMITED,,,,,FUSIONPP,FUSION FINANCE LIMITED,A,890214.0
IN9155A01020,TATAMTRDVR,TATA MOTORS DVR  A  ORD,BE,16969.0,TATAMTRDVR,TATA MOTORS DVR  A  ORD,,,,
IN9175A01010,JISLDVREQS,JAIN DVR EQUITY SHARES,BE,25688.0,JISLDVREQS,JAIN DVR EQUITY SHARES,JISLDVREQS,JAIN IRRIGATION SYSTEMS LTD.,B,570004.0
IN9201F01013,SNLFPP,Shri Niwas Leasing and Finance,,,,,SNLFPP,Shri Niwas Leasing and Finance,XT,890213.0
IN9242Q01014,JMJFINPP,JMJ Fintech Limited,,,,,JMJFINPP,JMJ Fintech Limited,X,890222.0
IN9273A01047,APLABPP,Aplab Ltd.,,,,,APLABPP,Aplab Ltd.,XT,890217.0
IN9278G01019,CYBERPP,Cyber Media (India) Ltd.,,,,,CYBERPP,Cyber Media (India) Ltd.,T,890223.0
IN9397D01014,AIRTELPP,Bharti Airtel  Ltd.,,,,,AIRTELPP,Bharti Airtel  Ltd.,A,890157.0
IN9483S01010,INFIBPP,INFIBEAM AVENUES LIMITED,,,,,INFIBPP,INFIBEAM AVENUES LIMITED,A,890219.0
IN9526B01012,CALSOFTPP,California Software Co. Ltd.,,,,,CALSOFTPP,California Software Co. Ltd.,T,890211.0
IN9564C01011,YARNPP,Yarn Syndicate Ltd.,,,,,YARNPP,Yarn Syndicate Ltd.,X,890197.0
IN9572J01019,SSFLPP,Spandana Sphoorty Financial Li,,,,,SSFLPP,Spandana Sphoorty Financial Li,B,890221.0
IN9623B01058,FELDVR,FUTURE ENTERPRISES LTD,BE,17006.0,FELDVR,FUTURE ENTERPRISES LTD,,,,
IN9624Z01022,SOLARAPP1,SOLARA ACTIVE PHARMA SCIENCES,,,,,SOLARAPP1,SOLARA ACTIVE PHARMA SCIENCES,B,890202.0
IN9653S01026,GARMENTPP,GARMENT MANTRA LIFESTYLE LIMIT,,,,,GARMENTPP,GARMENT MANTRA LIFESTYLE LIMIT,B,890215.0
INE001501019,ANDREWYULE,ANDREW YULE & CO. LTD,EQ,142.0,ANDREWYULE,ANDREW YULE & CO. LTD,,,,
INE001A01036,HDFC,HDFC LTD- DEPO SETT.,BE,4611.0,HDFC,HDFC LTD- DEPO SETT.,,,,
INE001B01026,KRBL,KRBL LIMITED,BE,11644.0,KRBL,KRBL LIMITED,KRBL,KRBL LTD.,A,530813.0
INE001C01016,SOUTHNHERB,SOUTHERN HERBALS LTD.,BE,8819.0,SOUTHNHERB,SOUTHERN HERBALS LTD.,,,,
INE001E01012,PREMCO,PREMCO GLOBAL LTD.,,,,,PREMCO,PREMCO GLOBAL LTD.,X,530331.0
INE001F01019,MDRNSTL,MODERN STEELS LTD.,,,,,MDRNSTL,MODERN STEELS LTD.,X,513303.0
INE001O01029,RISAINTL,RISA INTERNATIONAL LTD.,,,,,RISAINTL,RISA INTERNATIONAL LTD.,X,530251.0
INE002A01018,RELIANCE,RELIANCE IND DEPO-SETT,BE,4615.0,RELIANCE,RELIANCE IND DEPO-SETT,RELIANCE,RELIANCE INDUSTRIES LTD.,A,500325.0
INE002A20018,RIL-RE,RELIANCE INDUSTRIES RE,BE,18957.0,RIL-RE,RELIANCE INDUSTRIES RE,,,,
INE002B01016,SOFTSOL,SOFTSOL INDIA LTD.,,,,,SOFTSOL,SOFTSOL INDIA LTD.,X,532344.0
INE002E01010,SAPL,Sar  Auto Products Limited,,,,,SAPL,Sar  Auto Products Limited,X,538992.0
INE002L01015,SJVN,SJVN LTD,BE,18887.0,SJVN,SJVN LTD,SJVN,SJVN LTD,A,533206.0
INE002S01010,MGL,MAHANAGAR GAS LTD.,BE,17538.0,MGL,MAHANAGAR GAS LTD.,MGL,Mahanagar Gas Limited,A,539957.0
INE003A01024,SIEMENS,SIEMENS LTD - DEPO SETT,BE,4613.0,SIEMENS,SIEMENS LTD - DEPO SETT,SIEMENS,SIEMENS LTD.,A,500550.0
INE003B01014,INTSTOIL,INTER STATE OIL CARRIER LTD.,,,,,INTSTOIL,INTER STATE OIL CARRIER LTD.,XT,530259.0
INE003F01015,MULLER,MULLER & PHIPPS (INDIA) LTD.,,,,,MULLER,MULLER & PHIPPS (INDIA) LTD.,X,501477.0
INE004301011,APOLLOTUBE,APOLLO TUBES LTD.,EQ,160.0,APOLLOTUBE,APOLLO TUBES LTD.,,,,
INE004A01022,PROTEAN,PROTEAN EGOV TECHNO LTD,BE,29475.0,PROTEAN,PROTEAN EGOV TECHNO LTD,PROTEAN,Protean eGov Technologies Limi,A,544021.0
INE004C01028,GUJCOTEX,GUJARAT COTEX LTD.,,,,,GUJCOTEX,GUJARAT COTEX LTD.,X,514386.0
INE004I01017,ABHISHEK,ABHISHEK CORPORATION LTD,BE,14433.0,ABHISHEK,ABHISHEK CORPORATION LTD,,,,
INE005B01027,AVANTEL,AVANTEL LIMITED,BE,24613.0,AVANTEL,AVANTEL LIMITED,AVANTEL,AVANTEL LTD.,A,532406.0
INE005B20019,AVANTEL-RE,AVANTEL LIMITED,BE,757135.0,AVANTEL-RE,AVANTEL LIMITED,,,,
INE005C01017,RTSPOWR,RTS POWER CORPORATION LTD.,,,,,RTSPOWR,RTS POWER CORPORATION LTD.,X,531215.0
INE005D01015,RAMSARUP,RAMSARUP INDUSTRIES LTD.,BE,14780.0,RAMSARUP,RAMSARUP INDUSTRIES LTD.,,,,
